antibody_id,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Fontolizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Fontolizumab.pdb,82.36408004324907,68,4.737853253000644,1.3369989395141602,610.159428793838,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.77,-0.394,28.6,-0.2,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6529,29,9,22,5
Fremanezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Fremanezumab.pdb,84.52720626005949,74,4.618241599137835,1.4545629024505615,465.588371895857,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.224,41.4,0.9,0.556,3.0,0,2,0,,HIGH,0.7603,15,3,49,5
Frexalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Frexalimab.pdb,86.48787227713672,78,4.562362426305672,0.6456916332244873,545.5558444381206,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.398,29.5,1.9,0.667,3.0,1,1,1,hydro_patch_moderate (0.67),HIGH,0.7614,26,5,30,4
Frovocimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Frovocimab.pdb,71.8712283060432,77,4.5479033398480455,0.9431439638137817,517.3256460056045,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.185,34.7,1.9,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.7094,21,1,49,4
Futermestotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Futermestotug.pdb,85.6646906247359,75,4.669159457070006,1.341386318206787,494.5324331180512,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.311,39.1,3.1,0.556,3.0,0,2,1,,HIGH,0.6977,11,5,55,5
Galcanezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Galcanezumab.pdb,83.83890954082229,70,4.676131745326448,0.8435508608818054,607.6330057967139,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.75,-0.353,30.5,3.8,0.556,3.0,1,0,0,,HIGH,0.5943,9,8,37,5
Galegenimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Galegenimab.pdb,84.03444348638003,76,4.557895873009456,1.0241338014602661,607.2174477014696,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,5.75,-0.436,38.5,-2.0,0.556,3.0,0,0,1,,HIGH,0.5263,12,20,25,5
Galvokimig2,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Galvokimig2.pdb,82.88797442494527,55,4.659533483898221,2.380401134490967,564.6454834882408,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-8,,6.95,-0.425,38.1,-0.0,0.556,3.0,1,0,1,,HIGH,0.5302,12,17,30,5
Garetatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Garetatug.pdb,75.59421445220468,77,4.732812544512353,2.481623411178589,479.38233292957574,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.79,-0.466,29.7,4.0,0.556,3.0,1,3,1,,HIGH,0.5521,6,7,47,4
Garivulimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Garivulimab.pdb,86.34252755753627,69,4.716227699003786,2.36769437789917,503.64491058911494,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.6,-0.172,25.3,3.0,0.889,3.0,1,1,1,hydro_patch_high (0.89),HIGH,0.7821,17,0,36,5
Gatipotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gatipotuzumab.pdb,74.05955736758106,60,4.683105489934784,1.766584873199463,501.58481775150824,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,7.07,-0.341,45.8,0.1,0.556,3.0,2,3,1,,HIGH,0.7208,35,7,17,4
Gatralimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gatralimab.pdb,75.25852360935602,44,4.6441521218423985,1.3734416961669922,473.17582997207944,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-8,,8.61,-0.317,34.8,3.1,0.556,3.0,1,3,2,,HIGH,0.6746,14,7,49,2
Gemtuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gemtuzumab.pdb,76.8866659761557,75,4.692140799544432,2.400502920150757,540.526248847503,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.84,-0.425,33.8,0.9,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.6105,19,15,24,4
Geptanolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Geptanolimab.pdb,77.648368764742,54,4.699839470130621,2.318453073501587,523.3224738334126,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-8,,8.31,-0.321,26.7,1.7,0.556,3.0,0,0,0,,HIGH,0.7791,27,1,29,4
Gevokizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gevokizumab.pdb,83.21483806996577,77,4.6747516561956965,1.680478572845459,502.9424962866653,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.84,-0.282,28.9,3.9,0.778,3.0,1,0,1,hydro_patch_high (0.78),HIGH,0.7622,29,3,12,4
Giloralimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Giloralimab.pdb,77.94943775271643,55,4.719694973195641,2.266940116882324,546.1601533469835,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,8.63,-0.378,29.9,2.9,0.556,3.0,0,1,1,,HIGH,0.7311,21,3,49,4
Gimistotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gimistotug.pdb,84.9576849841396,76,4.659967320666594,1.72135591506958,589.2914624242209,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.73,-0.416,31.5,3.8,0.667,2.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.4583,4,10,37,3
Glenzocimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Glenzocimab.pdb,77.44474513299448,79,4.616382704515804,1.4878290891647339,557.8970911409174,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.62,-0.389,35.9,2.9,0.556,3.0,0,3,0,,HIGH,0.6517,19,5,42,5
Gocatamig1,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gocatamig1.pdb,89.23892317596591,83,4.67925776737429,1.740414023399353,474.8973900213232,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.09,-0.261,33.3,5.9,0.556,4.0,0,1,1,,HIGH,0.5278,12,10,39,5
Gosuranemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gosuranemab.pdb,80.90132400718902,59,4.683712150927534,2.306729555130005,464.8140164306368,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.62,-0.221,36.5,3.0,0.556,3.0,0,2,2,,HIGH,0.6606,31,8,39,4
Gruticibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gruticibart.pdb,85.91533333824312,61,4.782602109144789,3.02432918548584,538.348872502156,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.92,-0.395,27.1,4.8,0.667,3.0,1,2,1,hydro_patch_moderate (0.67),HIGH,0.7725,35,0,16,5
Gumokimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Gumokimab.pdb,76.69909559547136,79,4.616912874112646,1.2571160793304443,489.8972108162174,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.29,-0.281,32.2,2.0,0.556,3.0,0,1,1,,HIGH,0.7116,26,8,39,5
Ibalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ibalizumab.pdb,68.61422355135362,73,4.686005231763782,1.5938671827316284,457.24518799885016,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,6.78,-0.484,34.3,-0.2,0.667,4.0,1,0,2,hydro_patch_moderate (0.67),HIGH,0.6563,22,10,18,4
Ibentatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ibentatug.pdb,76.84580308349122,75,4.547646849882343,1.0699002742767334,462.9184357103291,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.95,-0.282,43.0,4.9,0.667,3.0,2,2,1,hydro_patch_moderate (0.67),HIGH,0.5843,21,13,34,4
Idarucizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Idarucizumab.pdb,73.8509724100537,73,4.676349736685177,2.1973979473114014,515.5579974831358,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.58,-0.121,41.2,2.9,0.778,3.0,3,1,3,hydro_patch_high (0.78),HIGH,0.784,12,0,43,5
Ieramilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ieramilimab.pdb,82.09485152190679,72,4.715617061333296,2.3321807384490967,530.5343230919718,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.39,-0.378,29.6,-2.2,0.556,3.0,1,0,0,pI_unusually_low (5.39),HIGH,0.6511,29,3,42,5
Ifabotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ifabotuzumab.pdb,84.15744779009995,75,4.594881247502307,0.6313614249229431,645.2982290180378,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.75,-0.447,39.7,0.7,0.556,3.0,0,0,1,,HIGH,0.3838,1,4,48,1
Ifinatamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ifinatamab.pdb,86.90415818132585,68,4.680339352665298,2.835679054260254,499.15335986431444,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,7.77,-0.395,47.5,0.9,0.556,3.0,0,1,0,,HIGH,0.5185,4,6,42,5
Iladatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Iladatuzumab.pdb,79.14285634245783,70,4.7430613538369695,1.7970387935638428,539.3887357435034,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.85,-0.346,43.6,-5.2,0.667,3.0,0,1,1,pI_unusually_low (4.85); hydro_patch_moderate (0.67),HIGH,0.7665,23,0,35,5
Imaprelimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Imaprelimab.pdb,81.57143993728845,71,4.485645602922887,0.9410305023193359,483.18614320761264,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.98,-0.229,32.0,4.7,0.778,3.0,0,3,0,hydro_patch_high (0.78),HIGH,0.6078,17,0,42,5
Imgatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Imgatuzumab.pdb,81.76311320884989,68,4.687764829101292,0.7007806301116943,612.3604875118053,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,9.09,-0.455,42.0,5.9,0.444,3.0,0,2,0,,HIGH,0.4381,3,13,37,4
Imneskibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Imneskibart.pdb,72.34587771506634,69,4.731569581561619,2.4120800495147705,478.70184563485094,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.41,-0.344,44.7,-3.1,0.556,4.0,0,0,3,pI_unusually_low (5.41),HIGH,0.5693,13,17,37,4
Imsidolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Imsidolimab.pdb,74.48141369738666,68,4.612164690994695,1.2440916299819946,604.3388665668444,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.13,-0.225,29.1,6.0,0.667,3.0,2,0,0,hydro_patch_moderate (0.67),HIGH,0.6439,12,4,41,5
Imzokitug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Imzokitug.pdb,76.96181361889977,78,4.625761897008786,1.5084037780761719,566.1966173720148,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,9.14,-0.405,44.1,6.1,0.556,4.0,0,0,1,,HIGH,0.6812,17,5,43,4
Inebilizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Inebilizumab.pdb,80.83773052872628,80,4.666902146524324,1.820106029510498,472.3076416792813,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.29,-0.368,38.1,-3.1,0.667,3.0,0,3,2,pI_unusually_low (5.29); hydro_patch_moderate (0.67),HIGH,0.6,21,11,45,5
Inotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Inotuzumab.pdb,78.42777453056755,71,4.6661327176366365,1.814191460609436,583.6976839169083,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.97,-0.382,32.9,5.1,0.556,4.0,0,1,0,,HIGH,0.3907,3,11,33,3
Invikafusp,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Invikafusp.pdb,85.59629543880509,62,4.738719417926776,1.7977368831634521,667.366328287222,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.17,-0.381,33.2,7.1,0.556,3.0,0,0,0,,HIGH,0.6285,27,9,35,4
Iparomlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Iparomlimab.pdb,72.84752362610006,76,4.619945334678604,1.3184285163879395,561.9498503838033,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.54,-0.475,32.5,2.9,0.556,3.0,0,1,2,,HIGH,0.6818,12,4,37,4
Ispectamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ispectamab.pdb,83.95695586880554,69,4.647789861287348,0.7398791313171387,473.3846804336963,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.26,37.5,1.0,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.7367,23,2,35,5
Isuventatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Isuventatug.pdb,78.62556291076932,79,4.563298507861281,1.408145785331726,434.3538265208109,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.59,-0.216,50.5,3.0,0.556,3.0,2,2,1,,HIGH,0.7135,18,5,50,4
Itolizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Itolizumab.pdb,86.0086738916327,70,4.625104430941648,2.0722029209136963,520.5705185176811,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.58,-0.372,52.3,2.9,0.556,3.0,0,0,3,,HIGH,0.686,37,2,9,5
Ixekizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ixekizumab.pdb,76.61899578074157,73,4.699459675489738,1.6297117471694946,493.1648454760661,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.8,-0.325,37.6,4.2,0.556,3.0,0,0,0,,HIGH,0.5864,16,12,37,4
Ixotatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ixotatug.pdb,82.92644437377042,60,4.680143030156013,1.2807626724243164,540.6860053789226,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,7.87,-0.366,39.2,1.1,0.667,3.0,0,1,3,hydro_patch_moderate (0.67),HIGH,0.7879,36,1,19,4
Izeltabart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Izeltabart.pdb,79.68029139569136,74,4.751076954698975,2.328275442123413,505.8712931618641,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.22,-0.356,40.8,-4.9,0.667,3.0,0,1,2,pI_unusually_low (5.22); hydro_patch_moderate (0.67),HIGH,0.7682,25,3,47,4
Labetuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Labetuzumab.pdb,82.55697381381697,75,4.552020777615024,0.4179428219795227,452.7426547897314,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,7.88,-0.299,43.2,1.0,0.667,3.0,1,0,2,hydro_patch_moderate (0.67),HIGH,0.6275,30,6,27,5
Lacnotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lacnotuzumab.pdb,87.62283649602846,69,4.688040531178984,2.028203248977661,491.7293876517909,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.09,-0.283,32.3,-4.1,0.556,4.0,0,2,0,pI_unusually_low (5.09),HIGH,0.6748,33,12,15,4
Lacutamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lacutamab.pdb,81.37276556844856,66,4.746565101643665,2.5658771991729736,563.5406848357404,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.99,-0.282,26.8,-0.0,0.556,3.0,1,1,0,,HIGH,0.6653,18,13,37,5
Ladiratuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ladiratuzumab.pdb,78.16228980241492,80,4.6170639225324335,1.7417631149291992,489.2045367599906,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.11,-0.376,45.0,0.2,0.556,3.0,0,1,0,,HIGH,0.6599,33,8,39,4
Lampalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lampalizumab.pdb,78.79179434513661,60,4.693760523232081,2.3312742710113525,536.3244262691919,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,4.78,-0.33,30.4,-5.2,0.556,4.0,0,0,1,pI_unusually_low (4.78),HIGH,0.6831,21,9,47,4
Lancastotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lancastotug.pdb,84.27059047478079,80,4.650168860527572,2.247274160385132,501.2874057929867,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.414,33.9,2.0,0.556,3.0,0,0,1,,HIGH,0.6718,23,9,39,5
Landogrozumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Landogrozumab.pdb,85.49437237965293,48,4.629021626619192,2.070164203643799,531.4752981595626,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-9,,8.66,-0.203,37.2,3.2,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.7119,18,0,45,5
Lasrekibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lasrekibart.pdb,86.58590297448315,65,4.641408107414538,0.6399476528167725,481.2309664746663,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.91,-0.36,47.0,-1.1,0.556,3.0,0,2,1,,HIGH,0.5606,14,12,37,5
Laventatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Laventatug.pdb,79.46195328428583,75,4.601308574870836,0.5264348387718201,445.39546964664623,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.38,-0.37,42.8,-4.8,0.556,3.0,0,1,1,pI_unusually_low (5.38),HIGH,0.6909,30,10,34,4
Lebrikizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lebrikizumab.pdb,78.89208550887966,75,4.719781934643249,1.9342713356018066,542.1755862996343,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.42,-0.28,24.6,-2.2,0.889,2.0,1,2,4,pI_unusually_low (5.42); hydro_patch_high (0.89),HIGH,0.5885,14,6,31,5
Lecanemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lecanemab.pdb,77.48753264292792,71,4.617610923187462,0.6570086479187012,466.9535745454194,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.252,45.3,3.1,0.556,3.0,0,2,0,,HIGH,0.7298,37,7,21,5
Lecankitug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lecankitug.pdb,76.98982940823868,65,4.718726928071463,2.8949854373931885,567.7017282324108,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.79,-0.367,30.4,1.1,0.556,3.0,0,1,0,,HIGH,0.6711,20,8,32,4
Lenvervimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lenvervimab.pdb,75.02221086680352,70,4.6795020798842115,1.8437674045562744,476.266640089421,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.6,-0.273,38.6,2.8,0.556,3.0,0,2,2,,HIGH,0.7121,42,3,18,5
Leronlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Leronlimab.pdb,74.62116893209242,85,4.5511865516781915,0.4698061943054199,493.68213750441225,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.291,34.9,1.1,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.6091,12,10,48,5
Levilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Levilimab.pdb,78.564889345876,73,4.712952052439848,1.7907238006591797,549.4210636895565,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.268,41.5,0.8,0.667,2.0,1,1,2,hydro_patch_moderate (0.67),HIGH,0.693,46,7,27,4
Licaminlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Licaminlimab.pdb,79.85490314225169,77,4.570555602792117,0.8662480711936951,625.6827174646364,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.23,-0.201,39.5,1.8,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.6837,31,9,9,5
Lifastuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lifastuzumab.pdb,79.63481499753242,69,4.689799473530207,2.281822681427002,421.5083620510946,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.68,-0.267,34.2,3.2,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7037,17,3,50,5
Ligelizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ligelizumab.pdb,80.26550940445316,82,4.536166784197338,0.7463546395301819,483.5749440964271,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.64,-0.313,45.7,-3.0,0.667,3.0,1,0,0,hydro_patch_moderate (0.67),HIGH,0.5809,15,17,35,5
Ligufalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ligufalimab.pdb,83.92296870064641,62,4.75685518517914,2.0486233234405518,615.264998566795,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.62,-0.306,45.2,3.0,0.556,3.0,0,0,1,,HIGH,0.7114,41,8,6,5
Lintuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lintuzumab.pdb,76.69330384270278,70,4.736049557318453,2.033015012741089,558.7845072897524,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.28,-0.452,32.9,1.8,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.6987,18,6,31,5
Lipustobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lipustobart.pdb,78.827007228819,67,4.696345421228003,1.8253535032272339,555.9051171950191,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.57,-0.389,38.1,2.9,0.667,3.0,3,1,0,hydro_patch_moderate (0.67),HIGH,0.5694,6,7,35,4
Lirentelimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lirentelimab.pdb,88.23866992012246,73,4.720891206240167,1.6462723016738892,545.498586294015,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,6.98,-0.177,42.6,-0.0,0.778,3.0,0,3,1,hydro_patch_high (0.78),HIGH,0.7306,22,0,42,5
Litifilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Litifilimab.pdb,78.69951477709358,72,4.66091238926652,0.2350618541240692,468.68010747403423,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.0,-0.356,43.8,-3.3,0.667,3.0,0,2,4,pI_unusually_low (5.00); hydro_patch_moderate (0.67),HIGH,0.5972,10,9,51,5
Livmoniplimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Livmoniplimab.pdb,79.7598633542332,88,4.568138657159326,0.5390260219573975,617.5736398161874,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.61,-0.311,31.4,-1.3,0.556,3.0,0,0,0,,HIGH,0.6364,40,17,13,4
Lixudebart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lixudebart.pdb,83.99133127455265,68,4.721177769750176,1.9092695713043213,484.3545656563327,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.01,-0.334,39.8,4.9,0.556,2.0,0,2,1,,HIGH,0.6768,16,9,51,5
Lodelcizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lodelcizumab.pdb,85.61542697094649,58,4.722683300355255,2.8856260776519775,519.3395207792892,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.81,-0.397,45.2,3.9,0.556,3.0,0,0,0,,HIGH,0.6444,22,17,15,4
Lonigutamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lonigutamab.pdb,83.66972762841097,77,4.635918155034012,1.2243963479995728,562.6128507884198,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.07,-0.371,40.8,5.8,0.667,3.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.6955,19,10,26,3
Lorvotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lorvotuzumab.pdb,80.39744563962374,71,4.672306115519579,2.1504547595977783,489.4502066875075,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.3,-0.255,43.3,7.1,0.556,3.0,0,2,2,,HIGH,0.6778,10,5,57,3
