antibody_id,origin,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters,total_cdr_length,psh,ppc,pnc,sfvcsp
Vibostolimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vibostolimab.pdb,81.70070739236377,64,4.750693419440226,2.4957902431488037,567.0127363845735,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.366,39.2,2.2,0.556,3.0,0,0,1,,HIGH,0.4741,7,12,36,5,64,522.28,1.1,2.0,0.0
Vilastobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vilastobart.pdb,86.54691005898697,65,4.613633839741985,1.1935666799545288,574.3612711035026,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.28,-0.492,38.1,2.0,0.556,4.0,1,2,0,,HIGH,0.3056,6,15,35,5,63,457.34,4.0,2.0,0.2
Visilizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Visilizumab.pdb,85.45382085257764,74,4.547033701492243,0.9852724671363831,624.9632338421022,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.9,-0.44,45.5,4.9,0.556,3.0,0,0,1,,HIGH,0.5694,10,5,36,4,64,223.92,3.0,3.0,6.3
Visugromab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Visugromab.pdb,84.80140270019454,72,4.6539091494719385,2.203019380569458,502.64020046056436,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.8,-0.312,25.7,3.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5012,13,4,44,4,63,267.48,2.1,3.0,9.0
Vobramitamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vobramitamab.pdb,86.68804017096855,63,4.723231064332159,2.4930307865142822,507.8841364459608,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.388,37.4,2.1,0.556,3.0,0,3,2,,HIGH,0.6998,13,4,57,4,63,137.3,3.0,2.0,4.41
Vonlerolizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vonlerolizumab.pdb,84.41873479491589,65,4.729575590806061,2.918937921524048,533.0457593831413,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.43,44.0,1.9,0.556,3.0,1,1,2,,HIGH,0.6551,17,13,29,5,62,236.14,3.0,2.0,-4.1
Vopratelimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vopratelimab.pdb,81.13902735266376,69,4.6614963086822145,0.9100639224052429,473.1773549535134,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.09,-0.276,47.5,-1.8,0.556,3.0,1,1,3,,HIGH,0.8148,21,0,46,5,66,354.57,3.0,4.0,0.0
Vorsetuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vorsetuzumab.pdb,77.46291828962511,66,4.730835282548945,1.9661407470703125,537.2552003236374,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.398,24.9,0.9,0.667,2.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.6173,8,6,43,5,67,317.8,4.0,4.0,0.0
Vunakizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vunakizumab.pdb,84.3663978586677,83,4.625480329438492,1.2366642951965332,590.6713245305032,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,5.74,-0.43,44.1,-2.0,0.556,3.0,0,1,0,,HIGH,0.6041,23,17,23,5,67,302.85,2.1,3.0,-2.0
Xentuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Xentuzumab.pdb,88.13289235902751,70,4.615345473127601,0.6791711449623108,592.0542326726622,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.266,44.6,0.8,0.556,4.0,1,4,2,,HIGH,0.5988,24,0,45,5,66,448.8,2.0,1.0,0.0
Zadoprubart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zadoprubart.pdb,79.99969310992252,69,4.580700743943453,0.9280964136123657,616.7788181838263,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.19,-0.217,32.7,6.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5359,14,13,29,5,69,1169.44,3.0,2.0,12.0
Zagotenemab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zagotenemab.pdb,77.11697736449713,68,4.669433892862604,2.5916552543640137,548.2576664800853,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.31,-0.397,35.8,2.0,0.556,3.0,0,0,1,,HIGH,0.6418,14,8,38,5,66,565.98,3.1,3.0,8.4
Zaltenibart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zaltenibart.pdb,71.86625439285544,53,4.711316277186076,2.5603866577148438,578.6445905222387,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-8,,8.59,-0.377,43.0,2.7,0.556,3.0,1,0,2,,HIGH,0.6102,13,12,42,5,63,221.57,4.0,3.0,0.0
Zamerovimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zamerovimab.pdb,83.63034647710982,73,4.729394508139142,2.6097464561462402,463.52008473741205,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.73,-0.325,30.4,3.7,0.667,3.0,2,1,1,hydro_patch_moderate (0.67),HIGH,0.6272,22,5,37,5,66,344.44,4.0,1.0,4.0
Zampilimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zampilimab.pdb,87.2113611862976,59,4.681730640954093,1.6585829257965088,546.408188631969,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-9,,8.35,-0.195,42.8,1.9,0.667,3.0,2,3,2,hydro_patch_moderate (0.67),HIGH,0.7258,25,1,33,4,59,742.36,3.0,3.0,0.0
Zamubafusp,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zamubafusp.pdb,76.27360177859032,55,4.726521315935411,2.2172110080718994,531.1028086816051,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,8.68,-0.126,37.3,3.0,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7293,26,0,36,5,61,378.96,1.1,1.0,0.0
Zansecimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zansecimab.pdb,82.50702971005798,63,4.698678046834676,2.3239352703094482,486.4455756926417,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.76,-0.418,32.4,0.8,0.667,3.0,1,1,0,hydro_patch_moderate (0.67),HIGH,0.6389,10,5,37,4,66,453.89,3.0,3.0,0.0
Zeleciment,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zeleciment.pdb,84.78712634987254,70,4.757205847138665,2.356156587600708,524.3822626261652,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.457,36.6,0.9,0.556,3.0,1,0,1,,HIGH,0.6557,13,11,34,4,64,163.89,2.0,2.0,2.2
Zelminemab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zelminemab.pdb,82.92404095589671,77,4.607265116282158,1.8849939107894897,562.5490987105001,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.98,-0.267,50.0,5.0,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6333,26,11,31,4,65,500.21,3.0,1.0,6.0
Zigakibart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zigakibart.pdb,81.80540695299928,79,4.605806953092782,0.9289057850837708,479.1087918392337,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.75,-0.36,33.9,3.8,0.556,3.0,0,0,1,,HIGH,0.6485,13,11,28,5,66,640.25,4.0,2.0,2.0
Zilovertamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Zilovertamab.pdb,84.06902859094713,79,4.602712613191961,1.8460088968276978,537.2068891736096,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,5.58,-0.417,36.3,-3.0,0.556,3.0,0,0,1,,HIGH,0.6053,12,1,41,4,61,250.16,3.0,2.0,1.8
Ziltivekimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ziltivekimab.pdb,83.43685652616152,67,4.626692137470493,2.078014612197876,537.5270999318177,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,6.85,-0.247,44.0,-0.1,0.556,3.0,1,1,1,,HIGH,0.7253,23,10,39,5,64,561.32,3.0,2.0,-2.0
Abelacimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Abelacimab.pdb,89.47911315309405,67,4.62566244329643,0.8703444004058838,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.77,-0.282,40.9,0.7,0.667,4.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.5572,18,6,49,5,0,0.0,0.0,0.0,2.0
Abrilumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Abrilumab.pdb,84.09316940537497,71,4.629423451883704,1.7207772731781006,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.19,-0.343,35.3,-3.2,0.556,3.0,0,1,1,pI_unusually_low (5.19),HIGH,0.6166,22,18,27,5,0,0.0,0.0,0.0,-10.0
Acrixolimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Acrixolimab.pdb,79.41979953322543,60,4.662132423196063,1.9872486591339111,,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-9,,6.16,-0.295,49.1,-1.1,0.667,3.0,0,2,5,hydro_patch_moderate (0.67),HIGH,0.777,43,6,42,5,0,0.0,0.0,0.0,-14.5
Actoxumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Actoxumab.pdb,88.1424563788262,70,4.694565845476953,1.9296605587005615,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.217,44.4,1.9,0.778,3.0,0,3,2,hydro_patch_high (0.78),HIGH,0.6759,8,0,63,5,0,0.0,0.0,0.0,6.0
Adakitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Adakitug.pdb,84.7749087372468,58,4.685594915301042,2.145777702331543,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.33,-0.28,39.7,1.8,0.778,3.0,0,2,2,hydro_patch_high (0.78),HIGH,0.6232,25,6,58,4,0,0.0,0.0,0.0,4.2
Adalimumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Adalimumab.pdb,83.71670127202445,74,4.656708623930725,1.6568100452423096,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.287,44.7,2.0,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.7701,9,1,77,4,0,0.0,0.0,0.0,-9.5
Adecatumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Adecatumumab.pdb,80.84330479277672,82,4.658890574659276,1.5568822622299194,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.84,-0.457,47.9,0.9,0.667,2.0,1,2,3,hydro_patch_moderate (0.67),HIGH,0.6732,8,5,73,4,0,0.0,0.0,0.0,0.0
Adezkibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Adezkibart.pdb,85.47000036487215,71,4.513622832311042,0.8576231598854065,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.472,45.8,0.8,0.556,4.0,0,1,1,,HIGH,0.6993,18,7,26,4,0,0.0,0.0,0.0,-1.8
Adintrevimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Adintrevimab.pdb,88.19290996579477,83,4.578796926074018,1.4844292402267456,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.67,-0.247,40.1,-2.0,0.556,4.0,0,3,4,,HIGH,0.7294,30,9,38,5,0,0.0,0.0,0.0,0.0
Aducanumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Aducanumab.pdb,82.35974567474172,70,4.701287881135941,1.9978113174438477,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.41,-0.317,47.6,8.8,0.889,3.0,0,1,2,hydro_patch_high (0.89),HIGH,0.7639,18,1,52,4,0,0.0,0.0,0.0,24.0
Afasevikumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Afasevikumab.pdb,84.8965864614332,73,4.648710356116558,1.8056302070617676,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.38,-0.258,49.5,1.9,0.556,3.0,0,2,1,,HIGH,0.6296,7,0,89,5,0,0.0,0.0,0.0,3.0
Afimkibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Afimkibart.pdb,80.96218241950037,69,4.641341516339792,1.8080607652664185,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.82,-0.42,39.3,3.8,0.556,3.0,0,1,0,,HIGH,0.5359,9,12,56,4,0,0.0,0.0,0.0,8.2
Alcestobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Alcestobart.pdb,86.72349577443984,51,4.731033856846461,2.36074161529541,,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,8.85,-0.316,48.1,3.7,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.6806,10,5,62,5,0,0.0,0.0,0.0,8.0
Aldastotug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Aldastotug.pdb,82.15791471717317,63,4.704935113075136,1.0016424655914307,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.398,40.3,0.9,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6528,20,6,48,4,0,0.0,0.0,0.0,0.2
Alextatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Alextatug.pdb,81.82072451695669,75,4.655740528500815,1.1020176410675049,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.72,-0.341,44.0,4.8,0.667,4.0,0,1,3,hydro_patch_moderate (0.67),HIGH,0.6027,21,5,42,4,0,0.0,0.0,0.0,9.3
Alirocumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Alirocumab.pdb,76.60755661822701,71,4.600535111281337,1.5660768747329712,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.356,35.0,0.9,0.556,2.0,1,1,4,,HIGH,0.7928,19,1,45,4,0,0.0,0.0,0.0,1.1
Alomfilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Alomfilimab.pdb,83.8984809223827,66,4.7277958697893405,2.8560543060302734,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.72,-0.338,46.5,-2.0,0.556,3.0,0,3,2,,HIGH,0.6831,30,9,51,5,0,0.0,0.0,0.0,-3.8
Alsevalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Alsevalimab.pdb,83.82239424673283,66,4.70254580527544,1.8872838020324707,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.84,-0.278,44.7,3.8,0.556,2.0,0,0,0,,HIGH,0.7901,15,0,74,5,0,0.0,0.0,0.0,9.3
Amlenetug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Amlenetug.pdb,85.89331621113507,69,4.6652713250748965,2.208080530166626,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.87,-0.321,42.1,0.8,0.556,3.0,0,2,2,,HIGH,0.8,16,1,65,4,0,0.0,0.0,0.0,2.0
Amlitelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Amlitelimab.pdb,79.65283861456457,76,4.654217072794587,1.6737346649169922,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.66,-0.238,45.8,2.9,0.667,2.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7647,27,2,32,5,0,0.0,0.0,0.0,5.5
Amrecibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Amrecibart.pdb,82.22920914002985,71,4.741026234184624,2.825824499130249,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.3,44.9,0.9,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7259,8,3,59,2,0,0.0,0.0,0.0,0.0
Amubarvimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Amubarvimab.pdb,85.27826879958894,60,4.712631019583919,2.0819573402404785,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,7.87,-0.229,39.4,0.9,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7138,11,0,75,5,0,0.0,0.0,0.0,4.0
Anetumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Anetumab.pdb,85.1654483886103,67,4.644582071921808,1.432851791381836,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.77,-0.309,36.6,-0.2,0.556,4.0,0,1,2,,HIGH,0.5919,13,8,51,5,0,0.0,0.0,0.0,0.2
Anifrolumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Anifrolumab.pdb,81.21958780761479,69,4.691700544246246,2.0596039295196533,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.86,-0.257,37.8,-0.1,0.667,3.0,0,0,2,hydro_patch_moderate (0.67),HIGH,0.6609,31,11,29,4,0,0.0,0.0,0.0,0.1
Ansipastobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ansipastobart.pdb,87.59600760278236,67,4.5885142823154075,1.9251527786254883,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.37,-0.304,39.1,1.9,0.556,4.0,1,2,2,,HIGH,0.7304,22,1,38,4,0,0.0,0.0,0.0,0.0
Ansuvimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ansuvimab.pdb,85.97787836173897,67,4.707461186563916,2.295639991760254,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.39,-0.12,43.4,2.1,0.778,3.0,0,3,2,hydro_patch_high (0.78),HIGH,0.7037,29,6,17,4,0,0.0,0.0,0.0,3.2
Anumigilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Anumigilimab.pdb,87.8489378049122,64,4.726075669839268,2.0819807052612305,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.219,42.3,1.8,0.667,3.0,1,3,1,hydro_patch_moderate (0.67),HIGH,0.7398,12,1,54,4,0,0.0,0.0,0.0,3.0
Anzurstobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Anzurstobart.pdb,85.85943877348362,78,4.697745998795523,2.3669347763061523,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.84,-0.282,41.5,3.7,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.4259,4,6,49,4,0,0.0,0.0,0.0,9.0
Apitegromab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Apitegromab.pdb,86.19627838554584,73,4.64077194651892,2.256329298019409,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.99,-0.294,43.8,-0.0,0.667,4.0,0,3,3,hydro_patch_moderate (0.67),HIGH,0.5679,13,3,76,4,0,0.0,0.0,0.0,-4.1
Aprutumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Aprutumab.pdb,87.35502427398907,87,4.588176561329224,0.8264700174331665,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.85,-0.347,40.3,-0.1,0.556,4.0,0,2,2,,HIGH,0.6439,13,0,69,5,0,0.0,0.0,0.0,0.0
Ascrinvacumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ascrinvacumab.pdb,83.50681640872972,71,4.662191880943072,1.9043793678283691,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.279,33.3,1.8,0.556,3.0,0,0,0,,HIGH,0.6667,20,5,76,5,0,0.0,0.0,0.0,4.2
Astegolimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Astegolimab.pdb,81.88050050206057,74,4.7373693373613746,2.4947164058685303,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.15,-0.385,33.7,-3.1,0.556,3.0,0,1,0,pI_unusually_low (5.15),HIGH,0.6128,7,6,51,2,0,0.0,0.0,0.0,-3.3
Atenastobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atenastobart.pdb,85.79340729860724,81,4.5899084800493695,1.6433906555175781,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.344,30.2,1.0,0.556,4.0,0,2,0,,HIGH,0.7009,30,2,45,5,0,0.0,0.0,0.0,-3.2
Atidortoxumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atidortoxumab.pdb,83.26646122097709,61,4.758370258623645,2.7710795402526855,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.65,-0.2,37.6,2.9,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7633,7,1,59,4,0,0.0,0.0,0.0,4.4
Atigotatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atigotatug.pdb,85.17511747064455,68,4.725240306490767,1.9856857061386108,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.84,-0.373,48.0,0.8,0.556,3.0,0,3,1,,HIGH,0.5439,17,3,41,5,0,0.0,0.0,0.0,2.0
Atinumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atinumab.pdb,88.4168609233319,55,4.731715782456202,1.6414015293121338,,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-9,,8.67,-0.263,45.4,2.8,0.556,3.0,0,2,2,,HIGH,0.7619,19,3,61,5,0,0.0,0.0,0.0,4.0
Atisnolerbart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atisnolerbart.pdb,82.73496441081598,66,4.645996086291518,1.5196884870529175,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.291,37.0,1.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5714,9,11,55,4,0,0.0,0.0,0.0,2.0
Atoltivimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Atoltivimab.pdb,85.7989148553558,69,4.668400332708651,0.5767171382904053,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.64,-0.306,47.0,3.0,0.778,3.0,0,2,2,hydro_patch_high (0.78),HIGH,0.7068,12,0,51,5,0,0.0,0.0,0.0,6.3
Avdoralimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Avdoralimab.pdb,81.34670636880678,66,4.49531064994101,0.8393480181694031,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.6,-0.25,41.1,2.9,0.556,3.0,0,2,1,,HIGH,0.6923,16,2,71,3,0,0.0,0.0,0.0,6.0
Avelumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Avelumab.pdb,88.32269433289537,70,4.6615041097005205,1.379421353340149,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.63,-0.18,36.5,2.9,0.667,4.0,2,2,0,hydro_patch_moderate (0.67),HIGH,0.6667,6,5,63,3,0,0.0,0.0,0.0,3.3
Balonkibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Balonkibart.pdb,86.22616852909584,66,4.72275386218947,2.3308379650115967,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.201,43.8,1.9,0.667,3.0,0,2,0,hydro_patch_moderate (0.67),HIGH,0.7298,25,3,33,5,0,0.0,0.0,0.0,0.4
Balstilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Balstilimab.pdb,86.63284943201862,52,4.750110242476311,2.1506881713867188,,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-9,,9.05,-0.33,44.8,4.9,0.778,2.0,0,3,2,hydro_patch_high (0.78),HIGH,0.8148,5,0,101,1,0,0.0,0.0,0.0,16.0
Bamlanivimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Bamlanivimab.pdb,81.14161998453217,74,4.649469660252941,1.7572517395019531,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.16,-0.297,49.2,6.8,0.667,3.0,1,0,0,hydro_patch_moderate (0.67),HIGH,0.6455,10,6,55,3,0,0.0,0.0,0.0,9.0
Bapotulimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Bapotulimab.pdb,73.73174434187621,63,4.702829310890697,2.5634829998016357,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.173,45.6,1.7,0.667,3.0,1,1,1,hydro_patch_moderate (0.67),HIGH,0.4074,1,9,96,3,0,0.0,0.0,0.0,4.0
