canonical_id,display_name,origin_tags,in_natural_master_384,in_natural_cmc_384,in_engineered_master_458,in_abref458_27m_458,in_842_combined,in_frozen_abref458,in_frozen_natural384,vh_seq_hash,vl_seq_hash,vh_seq_consistent,vl_seq_consistent,anomalies,vh_germline,vl_germline
suptavumab,Suptavumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,82cafdd6891d,43fc9786899e,True,True,,IGHV3-9*01,IGKV3-15*01
surzebiclimab,Surzebiclimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9a7a04faca79,65d863bf371a,True,True,,IGHV3-66*01,IGKV7-3*01
suvratoxumab,Suvratoxumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,520164d8ba04,594692305f9e,True,True,,IGHV3-13*01,IGKV1-5*03
tabalumab,Tabalumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2e374cbcdd95,f6910e9c8e9c,True,True,,IGHV4-34*01,IGKV3-11*01
tabirafusp,Tabirafusp,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,432e4cdf0338,f0a834511002,True,True,,IGHV3-23*03,IGKV1-13*01
tafolecimab,Tafolecimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c3e04a0f347d,1e2db627a660,True,True,,IGHV4-39*01,IGKV3-11*01
tamgiblimab,Tamgiblimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,76aadd045259,4d53914878dd,True,True,,IGHV1-46*01,IGKV1-12*01
tarextumab,Tarextumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e04112636c23,d574b3f8a512,True,True,,IGHV3-23*03,IGKV3-20*02
telikibart,Telikibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,573499d916ef,223b72bd2357,True,True,,IGHV3-23*04,IGKV2-28*01
teprotumumab,Teprotumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d9da0d975cc0,a989bbf3f34c,True,True,,IGHV3-33*01,IGKV3-11*01
teropavimab,Teropavimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,367436b60d79,dc4f362a70c6,True,True,,IGHV1-2*02,IGKV1-39*01
tesidolumab,Tesidolumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,de16bed267f2,ef6c8d70ed29,True,True,,IGHV1-69*01,IGKV1-13*01
tesnatilimab,Tesnatilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ef199950bfef,6c60ae1d63f4,True,True,,IGHV4-59*03,IGKV3-20*01
tezepelumab,Tezepelumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c483afbb45f2,64a3c7dd3a56,True,True,,IGHV3-33*01,IGKV1-13*01
tilrekimig2,Tilrekimig2,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,dc535e830ab7,223538579ca1,True,True,,IGHV3-33*01,IGKV1-13*01
timolumab,Timolumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5cac4b3a157b,220a2dbfc9a1,True,True,,IGHV3-30*01,IGKV1-13*02
timcevibart,Timcevibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cb228766e894,6927c2978fdd,True,True,,IGHV3-66*01,IGKV1-9*01
tiragolumab,Tiragolumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ab42c8e9c4b9,732cb975f722,True,True,,IGHV6-1*01,IGKV4-1*01
tisotumab,Tisotumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9410931879c5,21bf97ed8402,True,True,,IGHV3-23*01,IGKV1D-16*01
tixagevimab,Tixagevimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,acb1720d7f6b,4c80160cd5dd,True,True,,IGHV1-58*01,IGKV3-20*01
tixestobart,Tixestobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c121aaa84767,e95825469881,True,True,,IGHV7-4-1*02,IGKV1/OR2-11*01
tobevibart,Tobevibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d58ce32247c0,93d69f3b9b8a,True,True,,IGHV3-7*01,IGKV1-13*01
torudokimab,Torudokimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,b333f41afa4e,cfdc25bf6d85,True,True,,IGHV3-23*04,IGKV3-11*01
torvutatug,Torvutatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cfbdbbf7cb15,5b343a482d92,True,True,,IGHV6-1*01,IGKV1-5*03
tosatoxumab,Tosatoxumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7c05b543b43e,7e6616e863dd,True,True,,IGHV5-51*01,IGKV3D-20*01
tovetumab,Tovetumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,136864d6cb2d,e4ccfbfdaae1,True,True,,IGHV3-11*01,IGKV1-39*01
tozorakimab,Tozorakimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,da32beb1a447,dd318070ef62,True,True,,IGHV3-23*01,IGKV1-13*01
trabikibart,Trabikibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9b95be6985f4,c91fcbe88677,True,True,,IGHV3-23*01,IGKV1-12*01
tralokinumab,Tralokinumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d9d05f2dad82,8afc301e6c53,True,True,,IGHV1-18*01,IGKV1-13*01
traxivitug,Traxivitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6f140eb6255e,828cd1997d05,True,True,,IGHV3-7*01,IGKV1-13*01
tremelimumab,Tremelimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7aef87f96c12,d5ea338559cc,True,True,,IGHV3-33*01,IGKV1-39*01
trevogrumab,Trevogrumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,15f58a5b15b4,fb3164cdb49a,True,True,,IGHV3-23*01,IGKV1-27*01
trinbelimab,Trinbelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,a17de0457fe9,6a1e9a50275f,True,True,,IGHV1-69*06,IGKV2/OR22-4*01
trovostobart,Trovostobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,665b2f935d4b,9cab24529711,True,True,,IGHV4-59*01,IGKV3-11*01
tuvonralimab,Tuvonralimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8c4890bdcbf0,a0125655553d,True,True,,IGHV3-33*01,IGKV3-11*01
ulocuplumab,Ulocuplumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,25ca40e52d9b,4a897a9d9386,True,True,,IGHV3-48*02,IGKV1D-16*01
umesolerbart,Umesolerbart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3e1ec8056ef0,2f408627aa3d,True,True,,IGHV3-48*01,IGKV3-15*01
urabrelimab,Urabrelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,553e32ea2d38,80e69dafec6d,True,True,,IGHV4-4*02,IGKV3-11*01
urelumab,Urelumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,fc591814aeed,ab28d33b9ed8,True,True,,IGHV4-34*01,IGKV3-11*01
ustekinumab,Ustekinumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9c179a7cd2da,d9f8ede7deae,True,True,,IGHV5-51*01,IGKV1D-16*01
utomilumab,Utomilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,55f05b4ae0c7,c2cc1cff72e6,True,True,,IGHV5-10-1*04,IGKV1-13*01
vantictumab,Vantictumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bf8109c6ea74,d7bfdb4c332c,True,True,,IGHV3-23*04,IGKV1-13*01
varisacumab,Varisacumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9029b99a1d9a,f40036d67724,True,True,,IGHV1-24*01,IGKV1-39*01
varlilumab,Varlilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d6920a00d6c2,cdcf2a61c6ba,True,True,,IGHV3-33*01,IGKV1D-16*01
varokibart,Varokibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,82a08ed67f91,ec7618cea9da,True,True,,IGHV4-31*07,IGKV1-13*01
vebanvibart,Vebanvibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6d4bd544bf3a,216ebda33324,True,True,,IGHV1-69*01,IGKV1-33*01
vesencumab,Vesencumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3551593e91e9,3c0237066406,True,True,,IGHV3-23*04,IGKV1-39*01
verekitug,Verekitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8a97c38fd1dc,e81c1e3ee8b6,True,True,,IGHV3-23*01,IGKV1-16*02
verzistobart,Verzistobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,33e9aef6e1cd,fa6196573b9f,True,True,,IGHV3-23*04,IGKV3-11*01
vilamakitug,Vilamakitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2b72bf3365fb,df962aa5b069,True,True,,IGHV1-69*01,IGKV4-1*01
vipalanebart,Vipalanebart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,f2b5654b1d5b,96b63bae582b,True,True,,IGHV3-23*01,IGKV1-33*01
vislarafusp,Vislarafusp,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bd1779a7bafd,7579038421d0,True,True,,IGHV3-23*04,IGKV1-39*01
vixarelimab,Vixarelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5de828c485f3,7e9baf639f22,True,True,,IGHV1-8*01,IGKV3D-20*01
vixticibart,Vixticibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,09eaf55cac32,ca9540e7caeb,True,True,,IGHV1-2*02,IGKV1-39*01
vofatamab,Vofatamab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cb65f599e8d3,afbdba0c413a,True,True,,IGHV3-23*04,IGKV1-39*01
volagidemab,Volagidemab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d3c8ba694918,d5c0acd65887,True,True,,IGHV3-33*01,IGKV1-17*01
vopikitug,Vopikitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c999f74fd26a,81f766fec635,True,True,,IGHV1-69*01,IGKV1-5*03
vulinacimab,Vulinacimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,878ba7e6851f,01f1ca7a881e,True,True,,IGHV3-23*04,IGKV2-30*01
xeligekimab,Xeligekimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,478820a55851,eaf5bbd66796,True,True,,IGHV3-7*01,IGKV1-16*01
zalifrelimab,Zalifrelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,40f13fd62b7c,c77b536efcda,True,True,,IGHV3-21*01,IGKV3-11*01
zalutumumab,Zalutumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c4232f32ce5c,87e384f72744,True,True,,IGHV3-33*01,IGKV1-13*02
zanolimumab,Zanolimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9a83c4a4c907,9ff941d15196,True,True,,IGHV4-34*01,IGKV1-12*01
zeluvalimab,Zeluvalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9ee4cadba85a,7807f6e5879d,True,True,,IGHV3-23*01,IGKV1-12*01
zimberelimab,Zimberelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e717510a555e,4caca88ada0f,True,True,,IGHV4-39*01,IGKV6-21*01
zinlirvimab,Zinlirvimab,natural_igg,True,True,False,False,False,False,False,440494bee9ef,5ca7aa9b581d,True,True,natural_missing_in_842_combined,IGHV4-59*03,IGKV2-40*02
zovostotug,Zovostotug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,218804f92d75,2dd0947c2ed4,True,True,,IGHV3-30*01,IGKV1-39*01
abazistobart,Abazistobart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,e599b520b758,5897005bd517,True,True,,IGHV3-23*04,IGKV3-11*01
abiprubart,Abiprubart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,5846fdcd8aab,c20d78ebad0a,True,True,,IGHV1-3*01,IGKV1-13*01
abituzumab,Abituzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,2d927430ae21,20efbe6b04f0,True,True,,IGHV1-46*01,IGKV1-33*01
abrezekimab,Abrezekimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,5ee6dd9b23ae,0dad1d7f9640,True,True,,IGHV4-4*08,IGKV1-12*01
adebrelimab,Adebrelimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,d904b551ea58,432b5aa04394,True,True,,IGHV1-46*01,IGKV7-3*01
adimanebart,Adimanebart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,824440af1d76,bc4f0e618e2a,True,True,,IGHV3-23*01,IGKV2-40*01
alacizumab,Alacizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,ba8e619a67c1,6458177cfbee,True,True,,IGHV3-7*01,IGKV1-16*01
alemtuzumab,Alemtuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,a225ca209e7d,24ba3e0b51bf,True,True,,IGHV3-49*04,IGKV1-33*01
aletekitug,Aletekitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,f783ef656080,078580eb8ffb,True,True,,IGHV1-24*01,IGKV1-12*01
alpitatug,Alpitatug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,e211213fb6de,70053af3fc16,True,True,,IGHV4-28*01,IGKV7-3*01
amdokitug,Amdokitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,32c97448fe15,5f0dc4456469,True,True,,IGHV3-66*01,IGKV1-NL1*01
amtabafusp,Amtabafusp,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,c82c22ab80a1,2ee64ec57dd7,True,True,,IGHV3-72*01,IGKV2-40*01
anrukinzumab,Anrukinzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,159c75638498,1c2a819f16fe,True,True,,IGHV3-21*08,IGKV7-3*01
anvatabart,Anvatabart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,bcdfdec72805,7579038421d0,True,True,,IGHV3-23*04,IGKV1-39*01
aplitabart,Aplitabart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,ba15f18696b6,e167feb68d01,True,True,,IGHV3-23*03,IGKV1-13*02
armocibart,Armocibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,2efd42893fb9,bcdbf612e304,True,True,,IGHV1-18*01,IGKV2-29*02
aselizumab,Aselizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,43f38fd5ad06,012cde4fc28d,True,True,,IGHV3-66*01,IGKV7-3*01
atezolizumab,Atezolizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,55b8ab4b5e10,ce5ea3b4c3a8,True,True,,IGHV3-23*04,IGKV1-12*01
avitotamig,Avitotamig,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,aa708e71071f,956d7d49c2aa,True,True,,IGHV1-2*02,IGKV1-33*01
avizakimab,Avizakimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,ea60692be086,a647573635ae,True,True,,IGHV1-46*01,IGKV1-NL1*01
axatilimab,Axatilimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,d1b2c1691395,34fb3ff399c9,True,True,,IGHV2-70*01,IGKV1-6*01
azintuxizumab,Azintuxizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,9669d5ee0518,56437a9a1362,True,True,,IGHV3-7*01,IGKV2D-29*02
azirkitug,Azirkitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,9bf6dba0dec3,372e5c78cdde,True,True,,IGHV3-73*01,IGKV3-11*01
balertatug,Balertatug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,3f314aaf4fbd,d740bb06377a,True,True,,IGHV1-2*02,IGKV7-3*01
bapineuzumab,Bapineuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,297917a29b88,99dbabe08dcc,True,True,,IGHV3-23*03,IGKV2-29*02
barzolvolimab,Barzolvolimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,388f32751670,d67c7d91fbdf,True,True,,IGHV1-2*06,IGKV1-16*01
becotatug,Becotatug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,8fc60f087714,5b39c1244f29,True,True,,IGHV4-4*08,IGKV6-21*02
belantamab,Belantamab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,e8becadde414,c4f95b3bd1ad,True,True,,IGHV1-69*02,IGKV1-33*01
bemarituzumab,Bemarituzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,942a2d6c0751,7c82be7065ed,True,True,,IGHV1-46*01,IGKV1-33*01
benmelstobart,Benmelstobart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,fa9c6a184143,7febb971bc55,True,True,,IGHV4-4*08,IGKV1-33*01
benralizumab,Benralizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,b17d2b4d3654,767062022ce5,True,True,,IGHV1-46*01,IGKV1-39*01
bepranemab,Bepranemab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,509a91b0e646,9e8c731bf74d,True,True,,IGHV4-4*08,IGKV2-29*02
betinukibart,Betinukibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,e1a38abe69e7,c59cef0f581c,True,True,,IGHV7-4-1*03,IGKV2-18*01
betifisolimab,Betifisolimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,0fce7ea7bc9f,4ddc3a0c2adf,True,True,,IGHV1-2*02,IGKV7-3*01
bevacizumab,Bevacizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,7cc8c456d4af,37c7aac4ae5b,True,True,,IGHV3-23*04,IGKV1-16*01
bexmarilimab,Bexmarilimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,1f54bb8efe83,ba2024f498d4,True,True,,IGHV2-5*11,IGKV3-20*01
bimekizumab,Bimekizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,460369f8d0c5,d8574b4ce72b,True,True,,IGHV3-7*01,IGKV1-13*02
birtamimab,Birtamimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,8e838520a279,7cdc12a0763d,True,True,,IGHV3-72*01,IGKV2-30*02
blosozumab,Blosozumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,a5135aad8cb8,3332263c96c6,True,True,,IGHV1-24*01,IGKV1-13*02
bococizumab,Bococizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,9800f4001878,8b26d27e771d,True,True,,IGHV1-46*01,IGKV1-12*01
bocunebart,Bocunebart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,f2e400361dc9,3fbf53e73e80,True,True,,IGHV3-66*01,IGKV3-20*02
bosakitug,Bosakitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,211caa1f1d04,d1cd77643125,True,True,,IGHV1-46*01,IGKV1-39*01
briquilimab,Briquilimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,9412987db038,395fe3be5c61,True,True,,IGHV1-3*01,IGKV7-3*01
brivestobart,Brivestobart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,b6c2f8a83212,ad5e74dc7b46,True,True,,IGHV4-34*03,IGKV3-11*01
brolucizumab,Brolucizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,8480811e2263,8accf27c744e,True,True,,IGHV3-23*04,IGKV1-5*01
brontictuzumab,Brontictuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,002adfe42ab8,a1e24a4c338a,True,True,,IGHV1-24*01,IGKV2-40*01
budigalimab,Budigalimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,f7920792f77b,c907bb20d6f1,True,True,,IGHV1-3*04,IGKV2-28*01
budoprutug,Budoprutug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,316b6936eab4,6ea426485ac6,True,True,,IGHV1-46*01,IGKV1-13*01
bulumtatug,Bulumtatug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,48a899d596fe,4fc10d7b1bd6,True,True,,IGHV4-59*05,IGKV4-1*01
burfiralimab,Burfiralimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,1fbc2ff3c47b,0ae115fadfd4,True,True,,IGHV1-2*02,IGKV1-39*01
cabiralizumab,Cabiralizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,6158be206080,35423a005a19,True,True,,IGHV1-46*01,IGKV7-3*01
cafelkibart,Cafelkibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,817ff1a1cb67,459e5ef87884,True,True,,IGHV3-73*01,IGKV2-28*01
camrelizumab,Camrelizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,e5412000c054,4122c1968cc1,True,True,,IGHV3-7*01,IGKV1-39*01
cantuzumab,Cantuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,40d8982bc80d,e627b71e0cba,True,True,,IGHV7-4-1*01,IGKV2-28*01
caxmotabart,Caxmotabart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,bcdfdec72805,7579038421d0,True,True,,IGHV3-23*04,IGKV1-39*01
cendakimab,Cendakimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,252e2ceb3bff,deb52e392118,True,True,,IGHV2-5*11,IGKV1-33*01
cenzestotug,Cenzestotug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,c343cb634a88,f58ed70e5c88,True,True,,IGHV3-66*01,IGKV1-33*01
cergutuzumab,Cergutuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,2124a977ceee,5361deb4d3a1,True,True,,IGHV1-18*01,IGKV1-16*01
certolizumab,Certolizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,87f18d1524c1,296011bbac77,True,True,,IGHV3-23*04,IGKV1-16*01
ciletatug,Ciletatug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,806bb0a266f6,8d0ffd144aec,True,True,,IGHV1-46*01,IGKV2-40*01
ciltistotug,Ciltistotug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,07ed3f338b31,b124db8e0733,True,True,,IGHV1-2*02,IGKV2-30*02
clazakizumab,Clazakizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,ea2bac1503d4,162183c2672d,True,True,,IGHV3-66*01,IGKV1-39*01
clivatuzumab,Clivatuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,b836fa30dea0,16956068a1b1,True,True,,IGHV1-2*02,IGKV3-20*02
cobolimab,Cobolimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,a1cd11333c60,707840ac32f2,True,True,,IGHV3-71*01,IGKV1-39*01
codrituzumab,Codrituzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,74a461c19cf8,db91cf9a60f6,True,True,,IGHV1-46*01,IGKV2-28*01
cofetuzumab,Cofetuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,30866b9416eb,1e299510081b,True,True,,IGHV1-3*04,IGKV7-3*01
comekibart,Comekibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,c8a7a69cf0e5,23d6dc4eb96f,True,True,,IGHV3-48*01,IGKV1-33*01
concizumab,Concizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,60d6efcb4d85,9d62b25746bc,True,True,,IGHV3-21*01,IGKV2-29*02
coprelotamab,Coprelotamab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,bcdfdec72805,7579038421d0,True,True,,IGHV3-23*04,IGKV1-39*01
crefmirlimab,Crefmirlimab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,f39365afedf9,04b96203c314,True,True,,IGHV3-74*01,IGKV1-27*01
crenezumab,Crenezumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,cf2de7057a33,44856ec2a341,True,True,,IGHV3-23*04,IGKV2-28*01
crizanlizumab,Crizanlizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,20464bc82c6c,c182b78a3a20,True,True,,IGHV1-46*01,IGKV7-3*01
crusekitug,Crusekitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,344a00efe0c8,353ffdf829b9,True,True,,IGHV4-59*05,IGKV1-12*01
cusatuzumab,Cusatuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,12151dfedf74,cc4ee698e3a4,True,True,,IGHV3-48*03,IGKV2-40*01
dacetuzumab,Dacetuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,1b288f7bfe33,a79cc9303496,True,True,,IGHV3-74*01,IGKV2-30*02
daclizumab,Daclizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,a26d2c9130cf,da5f0e889241,True,True,,IGHV1-46*01,IGKV1-13*01
dalidnetug,Dalidnetug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,edfb156ee21a,566869813842,True,True,,IGHV3-23*03,IGKV2-30*01
dalotuzumab,Dalotuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,0a14d226fec1,6cd39a862b44,True,True,,IGHV4-38-2*02,IGKV2-28*01
dapirolizumab,Dapirolizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,9a0a50d0ade5,a8d4e93f21df,True,True,,IGHV3-66*01,IGKV1-NL1*01
daretabart,Daretabart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,5eb5b096f7da,0b8d92a902d3,True,True,,IGHV1-46*01,IGKV2-30*02
datopotamab,Datopotamab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,f8dc93f1029c,c0b05adbb352,True,True,,IGHV1-3*04,IGKV1-39*01
dazukibart,Dazukibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,12062675d9ca,f72ab3ea1940,True,True,,IGHV1-69*01,IGKV1-39*01
delpacibart,Delpacibart,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,83673c65b187,6c4f31cba6c8,True,True,,IGHV1-2*02,IGKV1-NL1*01
demcizumab,Demcizumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,007fce61dca0,c0ef8a9326d6,True,True,,IGHV1-18*01,IGKV7-3*01
denikitug,Denikitug,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,154418080ba6,c12a9449bc59,True,True,,IGHV3-73*01,IGKV2-28*01
denintuzumab,Denintuzumab,engineered_458_cmc;engineered_therapeutic_igg,False,False,True,True,True,False,False,6b8719c57e4d,e83714f58e60,True,True,,IGHV4-31*02,IGKV1-13*01
